geneid	koid
Cs1g16710	K21026
Cs1g16720	K21026
Cs1g16730	K21026
Cs1g16740	K21026
Cs1g16750	K02891
Cs1g16760	K02998
Cs1g16770	K14832
Cs1g16780	K14832
Cs1g16790	K07441
Cs1g16800	K14488
Cs1g16810	K18159
Cs1g16820	K09512
Cs1g16850	K05658
Cs1g16870	K10765
Cs1g16880	K08517
Cs1g16890	K09458
Cs1g16900	K09458
Cs1g16910	K09458
Cs1g16920	K01528
Cs1g16930	K10884
Cs1g16950	K11517
Cs1g16960	K09458
Cs1g16970	K10884
Cs1g16980	K11517
Cs1g16990	K19613
Cs1g17000	K15078
Cs1g17010	K00784
Cs1g17020	K13457
Cs1g17030	K12818
Cs1g17040	K09458
Cs1g17060	K09458
Cs1g17070	K09458
Cs1g17090	K10884
Cs1g17100	K11517
Cs1g17110	K19613
Cs1g17120	K14806
Cs1g17126	K22038
Cs1g17130	K19613
Cs1g17140	K13457
Cs1g17160	K14301
Cs1g17170	K00784
Cs1g17180	K13457
Cs1g17200	K13201
Cs1g17210	K13464
Cs1g17220	K13464
Cs1g17230	K04733
Cs1g17240	K07195
Cs1g17260	K12620
Cs1g17280	K20790
Cs1g17290	K00789
Cs1g17300	K02730
Cs1g17310	K13806
Cs1g17330	K14085
Cs1g17340	K13754
Cs1g17350	K15333
Cs1g17360	K03868
Cs1g17370	K18195
Cs1g17380	K00454
Cs1g17390	K20623
Cs1g17400	K00454
Cs1g17410	K20623
Cs1g17420	K20623
Cs1g17430	K18812
Cs1g17440	K03549
Cs1g17450	K09699
Cs1g17460	K04733
Cs1g17470	K14288
Cs1g17490	K03133
Cs1g17520	K15688
Cs1g17530	K14494
Cs1g17540	K15503
Cs1g17580	K09285
Cs1g17590	K09422
Cs1g17610	K03126
Cs1g17615	K15199
Cs1g17620	K15199
Cs1g17630	K15503
Cs1g17680	K06944
Cs1g17690	K06180
Cs1g17700	K01188
Cs1g17710	K09285
Cs1g17720	K06630
Cs1g17730	K03094
Cs1g17740	K00679
Cs1g17750	K00679
Cs1g17770	K21952
Cs1g17780	K08064
Cs1g17790	K00521
Cs1g17800	K15121
Cs1g17810	K14572
Cs1g17820	K14572
Cs1g17830	K10357
Cs1g17840	K01733
Cs1g17850	K08776
Cs1g17860	K05747
Cs1g17880	K03005
Cs1g17890	K14497
Cs1g17900	K04733
Cs1g17910	K04733
Cs1g17920	K17794
Cs1g17930	K00627
Cs1g17940	K09422
Cs1g17950	K00671
Cs1g17960	K00671
Cs1g17970	K03257
Cs1g17990	K02218
Cs1g18000	K01530
Cs1g18010	K20472
Cs1g18050	K14411
Cs1g18060	K09422
Cs1g18070	K02914
Cs1g18080	K03787
Cs1g18090	K04460
Cs1g18110	K15403
Cs1g18120	K04733
Cs1g18130	K15382
Cs1g18140	K04077
Cs1g18150	K06180
Cs1g18160	K21994
Cs1g18180	K12309
Cs1g18190	K12309
Cs1g18200	K12309
Cs1g18220	K01193
Cs1g18230	K01193
Cs1g18240	K01193
Cs1g18260	K10752
Cs1g18270	K17086
Cs1g18280	K18121
Cs1g18300	K12309
Cs1g18310	K15201
Cs1g18330	K11145
Cs1g18340	K12823
Cs1g18350	K07870
Cs1g18360	K12638
Cs1g18370	K03006
Cs1g18380	K19613
Cs1g18390	K03257
Cs1g18400	K06268
Cs1g18410	K01115
Cs1g18420	K20359
Cs1g18440	K04733
Cs1g18450	K05666
Cs1g18460	K05666
Cs1g18470	K14496
Cs1g18480	K11843
Cs1g18500	K11843
Cs1g18510	K11843
Cs1g18520	K11843
Cs1g18530	K13248
Cs1g18540	K13248
Cs1g18550	K04354
Cs1g18560	K03940
Cs1g18570	K02140
Cs1g18580	K20043
Cs1g18600	K00430
Cs1g18610	K19613
Cs1g18620	K11843
Cs1g18630	K11807
Cs1g18640	K00262
Cs1g18650	K11843
Cs1g18670	K00759
Cs1g18675	K02903
Cs1g18690	K19327
Cs1g18700	K12197
Cs1g18710	K03695
Cs1g18720	K21604
Cs1g18740	K02983
Cs1g18770	K04733
Cs1g18780	K06236
Cs1g18790	K17604
Cs1g18800	K12524
Cs1g18810	K02706
Cs1g18840	K17710
Cs1g18850	K00963
Cs1g18860	K14315
Cs1g18870	K15111
Cs1g18880	K00430
Cs1g18890	K08202
Cs1g18900	K21444
Cs1g18920	K16296
Cs1g18930	K16296
Cs1g18940	K19613
Cs1g18950	K16287
Cs1g18970	K19613
Cs1g18980	K19613
Cs1g18990	K19613
Cs1g19000	K19613
Cs1g19010	K01527
Cs1g19030	K00872
Cs1g19040	K01303
Cs1g19050	K15503
Cs1g19055	K00432
Cs1g19080	K18417
Cs1g19100	K18417
Cs1g19120	K18417
Cs1g19130	K12125
Cs1g19140	K15128
Cs1g19150	K10863
Cs1g19160	K13418
Cs1g19170	K01381
Cs1g19180	K14488
Cs1g19190	K03320
Cs1g19210	K12812
Cs1g19220	K21594
Cs1g19230	K13414
Cs1g19240	K00889
Cs1g19250	K20456
Cs1g19260	K12162
Cs1g19270	K05278
Cs1g19280	K05278
Cs1g19290	K04733
Cs1g19300	K07300
Cs1g19320	K08900
Cs1g19330	K04733
Cs1g19350	K12938
Cs1g19360	K01772
Cs1g19370	K01772
Cs1g19380	K14498
Cs1g19390	K19996
Cs1g19400	K09422
Cs1g19410	K10644
Cs1g19420	K03347
Cs1g19425	K03347
Cs1g19430	K14488
Cs1g19440	K14536
Cs1g19450	K13412
Cs1g19460	K17362
Cs1g19480	K17710
Cs1g19490	K18643
Cs1g19500	K15923
Cs1g19510	K00679
Cs1g19540	K00430
Cs1g19570	K15601
Cs1g19580	K15777
Cs1g19590	K15777
Cs1g19600	K15777
Cs1g19610	K05302
Cs1g19640	K06662
Cs1g19660	K07874
Cs1g19670	K00654
Cs1g19680	K13144
Cs1g19690	K00558
Cs1g19720	K03686
Cs1g19730	K21374
Cs1g19740	K21374
Cs1g19750	K07874
Cs1g19760	K03686
Cs1g19770	K21374
Cs1g19790	K15135
Cs1g19820	K16055
Cs1g19830	K01626
Cs1g19840	K14396
Cs1g19850	K05681
Cs1g19860	K05681
Cs1g19870	K07904
Cs1g19880	K15334
Cs1g19890	K00430
Cs1g19900	K02991
Cs1g19910	K14498
Cs1g19920	K13449
Cs1g19940	K15271
Cs1g19950	K11253
Cs1g19970	K09422
Cs1g20000	K09338
Cs1g20020	K14652
Cs1g20030	K12818
Cs1g20040	K01528
Cs1g20050	K10664
Cs1g20060	K18485
Cs1g20070	K01210
Cs1g20080	K01531
Cs1g20090	K11253
Cs1g20100	K20044
Cs1g20110	K03327
Cs1g20120	K03327
Cs1g20130	K03327
Cs1g20140	K03327
Cs1g20170	K03868
Cs1g20180	K15601
Cs1g20200	K00850
Cs1g20210	K18810
Cs1g20220	K06630
Cs1g20230	K00430
Cs1g20270	K15104
Cs1g20280	K11855
Cs1g20290	K01568
Cs1g20300	K01568
Cs1g20330	K01568
Cs1g20340	K05310
Cs1g20350	K05310
Cs1g20360	K09260
Cs1g20370	K10703
Cs1g20380	K22047
Cs1g20390	K22047
Cs1g20400	K17619
Cs1g20410	K20283
Cs1g20430	K20478
Cs1g20460	K14611
Cs1g20470	K14611
Cs1g20480	K09285
Cs1g20490	K04733
Cs1g20510	K18823
Cs1g20520	K21444
Cs1g20530	K01662
Cs1g20540	K03437
Cs1g20550	K00140
Cs1g20560	K10406
Cs1g20570	K20043
Cs1g20580	K00083
Cs1g20590	K00083
Cs1g20600	K00083
Cs1g20610	K00083
Cs1g20620	K18195
Cs1g20630	K04733
Cs1g20650	K04733
Cs1g20660	K04733
Cs1g20670	K09264
Cs1g20680	K09264
Cs1g20690	K00600
Cs1g20700	K04733
Cs1g20705	K00600
Cs1g20710	K00600
Cs1g20713	K01414
Cs1g20716	K01414
Cs1g20720	K01414
Cs1g20730	K02985
Cs1g20740	K13346
Cs1g20750	K05752
Cs1g20760	K04733
Cs1g20770	K05681
Cs1g20780	K20794
Cs1g20790	K20794
Cs1g20810	K11721
Cs1g20830	K15920
Cs1g20860	K14567
Cs1g20880	K14484
Cs1g20900	K18624
Cs1g20910	K05543
Cs1g20920	K01610
Cs1g20930	K05543
Cs1g20940	K15193
Cs1g20950	K00703
Cs1g20960	K14500
Cs1g20970	K10401
Cs1g20980	K14963
Cs1g21010	K00844
Cs1g21020	K00924
Cs1g21030	K00026
Cs1g21040	K00924
Cs1g21050	K07374
Cs1g21080	K04454
Cs1g21090	K02266
Cs1g21110	K04487
Cs1g21130	K08235
Cs1g21140	K04120
Cs1g21150	K10606
Cs1g21160	K09338
Cs1g21170	K01285
Cs1g21180	K00826
Cs1g21190	K00826
Cs1g21200	K09422
Cs1g21210	K01762
Cs1g21220	K06180
Cs1g21230	K01188
Cs1g21250	K16302
Cs1g21260	K01179
Cs1g21270	K01176
Cs1g21280	K00511
Cs1g21290	K14810
Cs1g21300	K04733
Cs1g21310	K09285
Cs1g21320	K06123
Cs1g21330	K14411
Cs1g21430	K01537
Cs1g21440	K15040
Cs1g21450	K02898
Cs1g21470	K00860
Cs1g21480	K10598
Cs1g21490	K10598
Cs1g21500	K14494
Cs1g21530	K07955
Cs1g21540	K17964
Cs1g21550	K02935
Cs1g21560	K09422
Cs1g21570	K03937
Cs1g21580	K14682
Cs1g21590	K13863
Cs1g21610	K18810
Cs1g21620	K07297
Cs1g21630	K08238
Cs1g21640	K11338
Cs1g21670	K04733
Cs1g21690	K03978
Cs1g21710	K11492
Cs1g21720	K18811
Cs1g21740	K02987
Cs1g21750	K02184
Cs1g21760	K19891
Cs1g21800	K03097
Cs1g21810	K01455
Cs1g21820	K01455
Cs1g21840	K14494
Cs1g21860	K00430
Cs1g21880	K03063
Cs1g21900	K03097
Cs1g21930	K00472
Cs1g21940	K00472
Cs1g21970	K15333
Cs1g21980	K21026
Cs1g22010	K01102
Cs1g22020	K05605
Cs1g22040	K21991
Cs1g22050	K03006
Cs1g22060	K14549
Cs1g22080	K18400
Cs1g22090	K08332
Cs1g22100	K00924
Cs1g22110	K10352
Cs1g22120	K21398
Cs1g22130	K04454
Cs1g22140	K14487
Cs1g22150	K00512
Cs1g22170	K22069
Cs1g22180	K03452
Cs1g22190	K04508
Cs1g22200	K13260
Cs1g22210	K00517
Cs1g22220	K07408
Cs1g22230	K13260
Cs1g22260	K13692
Cs1g22270	K11339
Cs1g22280	K01533
Cs1g22300	K04733
Cs1g22310	K10436
Cs1g22320	K07937
Cs1g22330	K14505
Cs1g22350	K22038
Cs1g22360	K12831
Cs1g22370	K12831
Cs1g22380	K19476
Cs1g22390	K04733
Cs1g22400	K04733
Cs1g22410	K19613
Cs1g22415	K12831
Cs1g22440	K08770
Cs1g22450	K00588
Cs1g22460	K10635
Cs1g22470	K04733
Cs1g22480	K00763
Cs1g22490	K02320
Cs1g22500	K04733
Cs1g22530	K00472
Cs1g22540	K20716
Cs1g22560	K10863
Cs1g22570	K15923
Cs1g22580	K12349
Cs1g22590	K13066
Cs1g22600	K14411
Cs1g22620	K09838
Cs1g22630	K13648
Cs1g22640	K13168
Cs1g22660	K09419
Cs1g22670	K13545
Cs1g22680	K13545
Cs1g22690	K09843
Cs1g22700	K09843
Cs1g22710	K01176
Cs1g22720	K09286
Cs1g22740	K03257
Cs1g22790	K01265
Cs1g22820	K02705
Cs1g22850	K03006
Cs1g22860	K16196
Cs1g22870	K14638
Cs1g22920	K00924
Cs1g22930	K15634
Cs1g22940	K15923
Cs1g22960	K00430
Cs1g22990	K04421
Cs1g23000	K02897
Cs1g23010	K13944
Cs1g23050	K15223
Cs1g23060	K14498
Cs1g23070	K19613
Cs1g23080	K20723
Cs1g23090	K19791
Cs1g23100	K19791
Cs1g23110	K20043
Cs1g23120	K19730
Cs1g23130	K05754
Cs1g23140	K01303
Cs1g23150	K08233
Cs1g23160	K08233
Cs1g23170	K08233
Cs1g23180	K08233
Cs1g23190	K08233
Cs1g23200	K08233
Cs1g23220	K14307
Cs1g23230	K16222
Cs1g23250	K01206
Cs1g23260	K18183
Cs1g23270	K15631
Cs1g23280	K01354
Cs1g23290	K13260
Cs1g23300	K21554
Cs1g23310	K00512
Cs1g23330	K04630
Cs1g23340	K14963
Cs1g23360	K19525
Cs1g23390	K04733
Cs1g23420	K11372
Cs1g23430	K03063
Cs1g23440	K12189
Cs1g23450	K02716
Cs1g23490	K20412
Cs1g23520	K16670
Cs1g23535	K11419
Cs1g23540	K11420
Cs1g23550	K17964
Cs1g23560	K04733
Cs1g23580	K04733
Cs1g23590	K13448
Cs1g23610	K20893
Cs1g23620	K10666
Cs1g23630	K10249
Cs1g23640	K20858
Cs1g23650	K17964
Cs1g23660	K04733
Cs1g23670	K13789
Cs1g23680	K10579
Cs1g23690	K10579
Cs1g23700	K14503
Cs1g23710	K12356
Cs1g23720	K12356
Cs1g23730	K01262
Cs1g23740	K17943
Cs1g23750	K03809
Cs1g23760	K09338
Cs1g23770	K17535
Cs1g23780	K09060
Cs1g23790	K14494
Cs1g23800	K17815
Cs1g23810	K17508
Cs1g23820	K12309
Cs1g23830	K14721
Cs1g23840	K12837
Cs1g23850	K17964
Cs1g23860	K12831
Cs1g23870	K11816
Cs1g23880	K01870
Cs1g23890	K08150
Cs1g23900	K11426
Cs1g23910	K01051
Cs1g23920	K03124
Cs1g23930	K18647
Cs1g23970	K04733
Cs1g23980	K11093
Cs1g24000	K19001
Cs1g24010	K09587
Cs1g24020	K17604
Cs1g24030	K14494
Cs1g24060	K14399
Cs1g24080	K12399
Cs1g24090	K12399
Cs1g24100	K21805
Cs1g24110	K21805
Cs1g24130	K09522
Cs1g24140	K06287
Cs1g24150	K14544
Cs1g24160	K21630
Cs1g24170	K08145
Cs1g24180	K08145
Cs1g24190	K01247
Cs1g24200	K15601
Cs1g24220	K17681
Cs1g24225	K09522
Cs1g24230	K08332
Cs1g24240	K19600
Cs1g24250	K05909
Cs1g24260	K03452
Cs1g24270	K08486
Cs1g24280	K02201
Cs1g24300	K10756
Cs1g24330	K01507
Cs1g24350	K18626
Cs1g24360	K19090
Cs1g24380	K03595
Cs1g24390	K19355
Cs1g24410	K06066
Cs1g24440	K21483
Cs1g24445	K10572
Cs1g24450	K08592
Cs1g24470	K04733
Cs1g24480	K07437
Cs1g24490	K08900
Cs1g24500	K08900
Cs1g24510	K08900
Cs1g24520	K13457
Cs1g24540	K02433
Cs1g24550	K20537
Cs1g24600	K03452
Cs1g24610	K03452
Cs1g24640	K00430
Cs1g24650	K02935
Cs1g24660	K15115
Cs1g24670	K01079
Cs1g24680	K10688
Cs1g24690	K18204
Cs1g24700	K14441
Cs1g24710	K12637
Cs1g24720	K14191
Cs1g24730	K12309
Cs1g24740	K03671
Cs1g24750	K03942
Cs1g24760	K20726
Cs1g24770	K14407
Cs1g24780	K17500
Cs1g24800	K20222
Cs1g24820	K15449
Cs1g24830	K03676
Cs1g24850	K00128
Cs1g24860	K09264
Cs1g24870	K11674
Cs1g24880	K13420
Cs1g24890	K20771
Cs1g24900	K01179
Cs1g24910	K01179
Cs1g24920	K10406
Cs1g24930	K21630
Cs1g24950	K09755
Cs1g24970	K01062
Cs1g24990	K12818
Cs1g25000	K01051
Cs1g25020	K01285
Cs1g25040	K14611
Cs1g25050	K11498
Cs1g25070	K13420
Cs1g25080	K02155
Cs1g25090	K17912
Cs1g25100	K03094
Cs1g25110	K11253
Cs1g25120	K11275
Cs1g25130	K13126
Cs1g25140	K01711
Cs1g25150	K01711
Cs1g25180	K09578
Cs1g25190	K09578
Cs1g25200	K07304
Cs1g25210	K02938
Cs1g25220	K11341
Cs1g25230	K11341
Cs1g25240	K13811
Cs1g25250	K01179
Cs1g25260	K10767
Cs1g25270	K14292
Cs1g25280	K00475
Cs1g25300	K08874
Cs1g25310	K06966
Cs1g25320	K01303
Cs1g25350	K04079
Cs1g25360	K01166
Cs1g25370	K08592
Cs1g25375	K07195
Cs1g25390	K04079
Cs1g25400	K04079
Cs1g25410	K04079
Cs1g25420	K13412
Cs1g25430	K10772
Cs1g25440	K04079
Cs1g25450	K04079
Cs1g25460	K10663
Cs1g25470	K04079
Cs1g25480	K03686
Cs1g25490	K07437
Cs1g25500	K00276
Cs1g25510	K02641
Cs1g25520	K09250
Cs1g25530	K12173
Cs1g25540	K04733
Cs1g25550	K18826
Cs1g25570	K14794
Cs1g25590	K15692
Cs1g25600	K15692
Cs1g25610	K08472
Cs1g25620	K03029
Cs1g25630	K01191
Cs1g25640	K19366
Cs1g25650	K06689
Cs1g25670	K05605
Cs1g25690	K02731
Cs1g25700	K09422
Cs1g25710	K09422
Cs1g25730	K00434
Cs1g25740	K03029
Cs1g25750	K06662
Cs1g25760	K01735
Cs1g25770	K12309
Cs1g25780	K04392
Cs1g25790	K10760
Cs1g25800	K18468
Cs1g25820	K10752
Cs1g25830	K10691
Cs1g25850	K04733
Cs1g25860	K03094
Cs1g25870	K03452
Cs1g25900	K18757
Cs1g25910	K14964
Cs1g25920	K00430
Cs1g25930	K00430
Cs1g25990	K21989
Cs1g26000	K01102
Cs1g26010	K04733
Cs1g26020	K04733
Cs1g26030	K19041
Cs1g26040	K01681
Cs1g26050	K00472
Cs1g26070	K07305
Cs1g26080	K03006
Cs1g26100	K01115
Cs1g26130	K12897
Cs1g26140	K12897
Cs1g26150	K08999
Cs1g26160	K03320
Cs1g26180	K19861
Cs1g26190	K18470
Cs1g26200	K10901
Cs1g26240	K00679
Cs1g26250	K19476
Cs1g26260	K19476
Cs1g26280	K22020
Cs1g26310	K11294
Cs1g26320	K17964
Cs1g26330	K20547
Cs1g26340	K00666
Cs1g26350	K20456
Cs1g26360	K00666
Cs1g26370	K00666
Cs1g26380	K00030
Cs1g26400	K00831
Cs1g26410	K21777
Cs1g26430	K04523
Cs1g26450	K21797
Cs1g26460	K11778
Cs1g26470	K11778
Cs1g26480	K04733
Cs1g26500	K17255
Cs1g26510	K11296
Cs1g26520	K06928
Cs1g26530	K08518
Cs1g26550	K18490
Cs1g26560	K08739
Cs1g26570	K08739
Cs1g26590	K08832
Cs1g26600	K12472
Cs1g26610	K14209
Cs1g26620	K17964
Cs1g26630	K02867
Cs1g26640	K14803
Cs1g26650	K05387
Cs1g26670	K05387
Cs1g26680	K08852
Cs1g26690	K12585
Cs1g26700	K07088
Cs1g26710	K08472
Cs1g26730	K15102
Cs1g26740	K03264
Cs1g26750	K19613
Cs1g26760	K15216
Cs1g26770	K15216
Cs1g26790	K20308
Cs1g26800	K12741
Cs1g26810	K00384
Cs1g26830	K10406
Cs1g26850	K13199
Cs1g26870	K04460
Cs2g01010	K04733
Cs2g01030	K06911
Cs2g01040	K08857
Cs2g01070	K09285
Cs2g01080	K01193
Cs2g01090	K01193
Cs2g01100	K01193
Cs2g01120	K01193
Cs2g01130	K00279
Cs2g01140	K01193
Cs2g01150	K01193
Cs2g01160	K01193
Cs2g01170	K01193
Cs2g01180	K09955
Cs2g01190	K16196
Cs2g01200	K09955
Cs2g01210	K20714
Cs2g01220	K09955
Cs2g01230	K09955
Cs2g01240	K09955
Cs2g01260	K00784
Cs2g01280	K19269
Cs2g01290	K12486
Cs2g01300	K13216
Cs2g01320	K06268
Cs2g01330	K03012
Cs2g01340	K19307
Cs2g01345	K16280
Cs2g01350	K19893
Cs2g01360	K19893
Cs2g01370	K00850
Cs2g01380	K10523
Cs2g01390	K13199
Cs2g01400	K07877
Cs2g01410	K12616
Cs2g01430	K13648
Cs2g01450	K17710
Cs2g01470	K15210
Cs2g01480	K15210
Cs2g01510	K13126
Cs2g01520	K03130
Cs2g01530	K14724
Cs2g01560	K18883
Cs2g01580	K08286
Cs2g01590	K08286
Cs2g01620	K00626
Cs2g01640	K12486
Cs2g01650	K11267
Cs2g01660	K00876
Cs2g01670	K08065
Cs2g01680	K08065
Cs2g01710	K03955
Cs2g01730	K07199
Cs2g01740	K04773
Cs2g01750	K04733
Cs2g01780	K17710
Cs2g01820	K17604
Cs2g01880	K11314
Cs2g01890	K03942
Cs2g01900	K11314
Cs2g01910	K00512
Cs2g01950	K19891
Cs2g01990	K14494
Cs2g02010	K17943
Cs2g02020	K00857
Cs2g02030	K14411
Cs2g02050	K07904
Cs2g02060	K08150
Cs2g02070	K08332
Cs2g02090	K08272
Cs2g02100	K13899
Cs2g02120	K14445
Cs2g02130	K15030
Cs2g02150	K10591
Cs2g02160	K11649
Cs2g02170	K10591
Cs2g02210	K15223
Cs2g02230	K12462
Cs2g02260	K01555
Cs2g02270	K03138
Cs2g02280	K04120
Cs2g02290	K00981
Cs2g02300	K04711
Cs2g02320	K00601
Cs2g02340	K22139
Cs2g02350	K15131
Cs2g02360	K06130
Cs2g02380	K17535
Cs2g02390	K03935
Cs2g02400	K11147
Cs2g02410	K11147
Cs2g02420	K12483
Cs2g02430	K13456
Cs2g02460	K17893
Cs2g02470	K10143
Cs2g02480	K18045
Cs2g02490	K17768
Cs2g02500	K05933
Cs2g02510	K12169
Cs2g02540	K00895
Cs2g02560	K14012
Cs2g02570	K14012
Cs2g02580	K14012
Cs2g02590	K15613
Cs2g02600	K02926
Cs2g02610	K02603
Cs2g02620	K15333
Cs2g02630	K15333
Cs2g02640	K04733
Cs2g02650	K01578
Cs2g02670	K13429
Cs2g02680	K13429
Cs2g02690	K21989
Cs2g02710	K15601
Cs2g02720	K01869
Cs2g02740	K06997
Cs2g02760	K01728
Cs2g02770	K01728
Cs2g02780	K04733
Cs2g02790	K01892
Cs2g02800	K13249
Cs2g02810	K08245
Cs2g02820	K20716
Cs2g02830	K14009
Cs2g02840	K14009
Cs2g02860	K13347
Cs2g02890	K00605
Cs2g02910	K14557
Cs2g02940	K19791
Cs2g02950	K09260
Cs2g02960	K18195
Cs2g02970	K19891
Cs2g02980	K05907
Cs2g02990	K01759
Cs2g03000	K01759
Cs2g03010	K05359
Cs2g03020	K21437
Cs2g03030	K08341
Cs2g03040	K21437
Cs2g03050	K20855
Cs2g03060	K20855
Cs2g03070	K00703
Cs2g03080	K02115
Cs2g03090	K17964
Cs2g03100	K15450
Cs2g03110	K00430
Cs2g03130	K13412
Cs2g03200	K03327
Cs2g03220	K03327
Cs2g03230	K11517
Cs2g03260	K00162
Cs2g03270	K09840
Cs2g03290	K10457
Cs2g03300	K10609
Cs2g03340	K19891
Cs2g03360	K04507
Cs2g03370	K07767
Cs2g03380	K04125
Cs2g03460	K01230
Cs2g03470	K21867
Cs2g03480	K04798
Cs2g03500	K01000
Cs2g03510	K02955
Cs2g03520	K09832
Cs2g03530	K02882
Cs2g03540	K02882
Cs2g03550	K03189
Cs2g03560	K03189
Cs2g03570	K07385
Cs2g03580	K03189
Cs2g03610	K02541
Cs2g03620	K09458
Cs2g03630	K11296
Cs2g03640	K09260
Cs2g03660	K09647
Cs2g03670	K15920
Cs2g03680	K15920
Cs2g03690	K15920
Cs2g03710	K19891
Cs2g03750	K19891
Cs2g03760	K19892
Cs2g03770	K00703
Cs2g03780	K08912
Cs2g03790	K00703
Cs2g03800	K07441
Cs2g03810	K07893
Cs2g03820	K07893
Cs2g03830	K03377
Cs2g03840	K13423
Cs2g03860	K05389
Cs2g03870	K06875
Cs2g03890	K01724
Cs2g03900	K01724
Cs2g03910	K20472
Cs2g03920	K21444
Cs2g03930	K14638
Cs2g03940	K03797
Cs2g03950	K03006
Cs2g03960	K03251
Cs2g03970	K13217
Cs2g03980	K17616
Cs2g03990	K12123
Cs2g04000	K17579
Cs2g04010	K00972
Cs2g04015	K02912
Cs2g04050	K11247
Cs2g04060	K05658
Cs2g04070	K05658
Cs2g04080	K05658
Cs2g04090	K05282
Cs2g04100	K05282
Cs2g04110	K04125
Cs2g04120	K03259
Cs2g04130	K11684
Cs2g04140	K15382
Cs2g04150	K10746
Cs2g04160	K10746
Cs2g04180	K13199
Cs2g04190	K13199
Cs2g04200	K16055
Cs2g04220	K00679
Cs2g04230	K12162
Cs2g04240	K00679
Cs2g04250	K09264
Cs2g04260	K21434
Cs2g04270	K11138
Cs2g04290	K14638
Cs2g04300	K14638
Cs2g04310	K04733
Cs2g04320	K04733
Cs2g04330	K04733
Cs2g04340	K19365
Cs2g04360	K19365
Cs2g04370	K09874
Cs2g04380	K20523
Cs2g04390	K14503
Cs2g04400	K09419
Cs2g04410	K03452
Cs2g04430	K08332
Cs2g04440	K10755
Cs2g04450	K10956
Cs2g04460	K06636
Cs2g04470	K16055
Cs2g04480	K14640
Cs2g04510	K07904
Cs2g04520	K13425
Cs2g04560	K12162
Cs2g04570	K01188
Cs2g04580	K10999
Cs2g04590	K10999
Cs2g04600	K13420
Cs2g04610	K17710
Cs2g04620	K02868
Cs2g04630	K02868
Cs2g04640	K15407
Cs2g04650	K13418
Cs2g04660	K14502
Cs2g04670	K13420
Cs2g04680	K14611
Cs2g04700	K13415
Cs2g04710	K07198
Cs2g04720	K07198
Cs2g04730	K14431
Cs2g04740	K04733
Cs2g04750	K06236
Cs2g04770	K16290
Cs2g04780	K10268
Cs2g04790	K13341
Cs2g04810	K12501
Cs2g04820	K13413
Cs2g04830	K01595
Cs2g04840	K16222
Cs2g04850	K06630
Cs2g04860	K01805
Cs2g04880	K07432
Cs2g04890	K14819
Cs2g04910	K08337
Cs2g04920	K08332
Cs2g04930	K01365
Cs2g04940	K01365
Cs2g04950	K01365
Cs2g04960	K01365
Cs2g04970	K02914
Cs2g04980	K16573
Cs2g05010	K00145
Cs2g05020	K21484
Cs2g05030	K21026
Cs2g05040	K00026
Cs2g05050	K01568
Cs2g05060	K15271
Cs2g05090	K20240
Cs2g05100	K03405
Cs2g05110	K17879
Cs2g05120	K17879
Cs2g05130	K17879
Cs2g05150	K13117
Cs2g05160	K13117
Cs2g05170	K05387
Cs2g05180	K05387
Cs2g05190	K05387
Cs2g05210	K07555
Cs2g05220	K00430
Cs2g05230	K07560
Cs2g05250	K00679
Cs2g05260	K10691
Cs2g05270	K14516
Cs2g05280	K13433
Cs2g05290	K13945
Cs2g05300	K18195
Cs2g05310	K09326
Cs2g05320	K07976
Cs2g05350	K17193
Cs2g05360	K17193
Cs2g05400	K16040
Cs2g05410	K16040
Cs2g05420	K16040
Cs2g05430	K16040
Cs2g05440	K14486
Cs2g05450	K08472
Cs2g05460	K03676
Cs2g05470	K20899
Cs2g05480	K01188
Cs2g05500	K04730
Cs2g05510	K00924
Cs2g05520	K17964
Cs2g05530	K15283
Cs2g05540	K21951
Cs2g05590	K07466
Cs2g05600	K01535
Cs2g05610	K01183
Cs2g05620	K09286
Cs2g05640	K09286
Cs2g05670	K18412
Cs2g05700	K10695
Cs2g05720	K15109
Cs2g05730	K13415
Cs2g05740	K20043
Cs2g05750	K09326
Cs2g05790	K02988
Cs2g05830	K14409
Cs2g05870	K13449
Cs2g05880	K13449
Cs2g05890	K00511
Cs2g05900	K00511
Cs2g05950	K03251
Cs2g05970	K17535
Cs2g05990	K04733
Cs2g06000	K00430
Cs2g06020	K02888
Cs2g06030	K10581
Cs2g06040	K00604
Cs2g06050	K11000
Cs2g06060	K15637
Cs2g06070	K03010
Cs2g06080	K03010
Cs2g06090	K12191
Cs2g06100	K00472
Cs2g06115	K10666
Cs2g06120	K09419
Cs2g06130	K07390
Cs2g06140	K07390
Cs2g06180	K13783
Cs2g06190	K07456
Cs2g06200	K01466
Cs2g06220	K03144
Cs2g06230	K04712
Cs2g06240	K04712
Cs2g06280	K12837
Cs2g06290	K13783
Cs2g06300	K20310
Cs2g06320	K04733
Cs2g06330	K04645
Cs2g06340	K18998
Cs2g06350	K19613
Cs2g06360	K10144
Cs2g06370	K10144
Cs2g06380	K08150
Cs2g06390	K12829
Cs2g06400	K20043
Cs2g06420	K00422
Cs2g06430	K05747
Cs2g06450	K22038
Cs2g06460	K05941
Cs2g06470	K17982
Cs2g06480	K12447
Cs2g06490	K16297
Cs2g06500	K01054
Cs2g06510	K15173
Cs2g06540	K10447
Cs2g06570	K04733
Cs2g06580	K18643
